state,date,total_cases,daily_cases,daily_cases_per_capita
Michigan,2020-01-25,0.00,0.00,0.00
Michigan,2020-01-26,0.00,0.00,0.00
Michigan,2020-01-27,0.00,0.00,0.00
Michigan,2020-01-28,0.00,0.00,0.00
Michigan,2020-01-29,0.00,0.00,0.00
Michigan,2020-01-30,0.00,0.00,0.00
Michigan,2020-01-31,0.00,0.00,0.00
Michigan,2020-02-01,0.00,0.00,0.00
Michigan,2020-02-02,0.00,0.00,0.00
Michigan,2020-02-03,0.00,0.00,0.00
Michigan,2020-02-04,0.00,0.00,0.00
Michigan,2020-02-05,0.00,0.00,0.00
Michigan,2020-02-06,0.00,0.00,0.00
Michigan,2020-02-07,0.00,0.00,0.00
Michigan,2020-02-08,0.00,0.00,0.00
Michigan,2020-02-09,0.00,0.00,0.00
Michigan,2020-02-10,0.00,0.00,0.00
Michigan,2020-02-11,0.00,0.00,0.00
Michigan,2020-02-12,0.00,0.00,0.00
Michigan,2020-02-13,0.00,0.00,0.00
Michigan,2020-02-14,0.00,0.00,0.00
Michigan,2020-02-15,0.00,0.00,0.00
Michigan,2020-02-16,0.00,0.00,0.00
Michigan,2020-02-17,0.00,0.00,0.00
Michigan,2020-02-18,0.00,0.00,0.00
Michigan,2020-02-19,0.00,0.00,0.00
Michigan,2020-02-20,0.00,0.00,0.00
Michigan,2020-02-21,0.00,0.00,0.00
Michigan,2020-02-22,0.00,0.00,0.00
Michigan,2020-02-23,0.00,0.00,0.00
Michigan,2020-02-24,0.00,0.00,0.00
Michigan,2020-02-25,0.00,0.00,0.00
Michigan,2020-02-26,0.00,0.00,0.00
Michigan,2020-02-27,0.00,0.00,0.00
Michigan,2020-02-28,0.00,0.00,0.00
Michigan,2020-02-29,0.00,0.00,0.00
Michigan,2020-03-01,0.00,0.00,0.00
Michigan,2020-03-02,0.00,0.00,0.00
Michigan,2020-03-03,0.00,0.00,0.00
Michigan,2020-03-04,0.00,0.00,0.00
Michigan,2020-03-05,0.00,0.00,0.00
Michigan,2020-03-06,0.00,0.00,0.00
Michigan,2020-03-07,0.00,0.00,0.00
Michigan,2020-03-08,0.00,0.00,0.00
Michigan,2020-03-09,0.00,0.00,0.00
Michigan,2020-03-10,2.00,2.00,0.02
Michigan,2020-03-11,2.00,0.00,0.00
Michigan,2020-03-12,12.00,10.00,0.10
Michigan,2020-03-13,24.00,12.00,0.12
Michigan,2020-03-14,32.00,8.00,0.08
Michigan,2020-03-15,52.00,20.00,0.20
Michigan,2020-03-16,54.00,2.00,0.02
Michigan,2020-03-17,65.00,11.00,0.11
Michigan,2020-03-18,80.00,15.00,0.15
Michigan,2020-03-19,324.00,244.00,2.44
Michigan,2020-03-20,548.00,224.00,2.24
Michigan,2020-03-21,786.00,238.00,2.38
Michigan,2020-03-22,1035.00,249.00,2.49
Michigan,2020-03-23,1323.00,288.00,2.88
Michigan,2020-03-24,1781.00,458.00,4.59
Michigan,2020-03-25,2279.00,498.00,4.99
Michigan,2020-03-26,2835.00,556.00,5.57
Michigan,2020-03-27,3625.00,790.00,7.91
Michigan,2020-03-28,4588.00,963.00,9.64
Michigan,2020-03-29,5388.00,800.00,8.01
Michigan,2020-03-30,6400.00,1012.00,10.13
Michigan,2020-03-31,7500.00,1100.00,11.01
Michigan,2020-04-01,9128.00,1628.00,16.30
Michigan,2020-04-02,10563.00,1435.00,14.37
Michigan,2020-04-03,12450.00,1887.00,18.89
Michigan,2020-04-04,13887.00,1437.00,14.39
Michigan,2020-04-05,15281.00,1394.00,13.96
Michigan,2020-04-06,16756.00,1475.00,14.77
Michigan,2020-04-07,18442.00,1686.00,16.88
Michigan,2020-04-08,19857.00,1415.00,14.17
Michigan,2020-04-09,21007.00,1150.00,11.52
Michigan,2020-04-10,22211.00,1204.00,12.06
Michigan,2020-04-11,23376.00,1165.00,11.67
Michigan,2020-04-12,24013.00,637.00,6.38
Michigan,2020-04-13,25017.00,1004.00,10.05
Michigan,2020-04-14,26301.00,1284.00,12.86
Michigan,2020-04-15,27307.00,1006.00,10.07
Michigan,2020-04-16,28515.00,1208.00,12.10
Michigan,2020-04-17,29345.00,830.00,8.31
Michigan,2020-04-18,30072.00,727.00,7.28
Michigan,2020-04-19,30706.00,634.00,6.35
Michigan,2020-04-20,31280.00,574.00,5.75
Michigan,2020-04-21,32234.00,954.00,9.55
Michigan,2020-04-22,33209.00,975.00,9.76
Michigan,2020-04-23,34420.00,1211.00,12.13
Michigan,2020-04-24,35570.00,1150.00,11.52
Michigan,2020-04-25,36078.00,508.00,5.09
Michigan,2020-04-26,36618.00,540.00,5.41
Michigan,2020-04-27,37056.00,438.00,4.39
Michigan,2020-04-28,38065.00,1009.00,10.10
Michigan,2020-04-29,39002.00,937.00,9.38
Michigan,2020-04-30,39793.00,791.00,7.92
Michigan,2020-05-01,40659.00,866.00,8.67
Michigan,2020-05-02,41237.00,578.00,5.79
Michigan,2020-05-03,41736.00,499.00,5.00
Michigan,2020-05-04,41949.00,213.00,2.13
Michigan,2020-05-05,42323.00,374.00,3.74
Michigan,2020-05-06,43005.00,682.00,6.83
Michigan,2020-05-07,43466.00,461.00,4.62
Michigan,2020-05-08,44011.00,545.00,5.46
Michigan,2020-05-09,44475.00,464.00,4.65
Michigan,2020-05-10,44848.00,373.00,3.73
Michigan,2020-05-11,45255.00,407.00,4.08
Michigan,2020-05-12,45676.00,421.00,4.22
Michigan,2020-05-13,46037.00,361.00,3.61
Michigan,2020-05-14,47165.00,1128.00,11.29
Michigan,2020-05-15,47622.00,457.00,4.58
Michigan,2020-05-16,48071.00,449.00,4.50
Michigan,2020-05-17,48392.00,321.00,3.21
Michigan,2020-05-18,48674.00,282.00,2.82
Michigan,2020-05-19,49091.00,417.00,4.18
Michigan,2020-05-20,49655.00,564.00,5.65
Michigan,2020-05-21,50067.00,412.00,4.13
Michigan,2020-05-22,50428.00,361.00,3.61
Michigan,2020-05-23,50878.00,450.00,4.51
Michigan,2020-05-24,51174.00,296.00,2.96
Michigan,2020-05-25,51375.00,201.00,2.01
Michigan,2020-05-26,51573.00,198.00,1.98
Michigan,2020-05-27,51747.00,174.00,1.74
Michigan,2020-05-28,52194.00,447.00,4.48
Michigan,2020-05-29,52606.00,412.00,4.13
Michigan,2020-05-30,52780.00,174.00,1.74
Michigan,2020-05-31,53266.00,486.00,4.87
Michigan,2020-06-01,53405.00,139.00,1.39
Michigan,2020-06-02,53562.00,157.00,1.57
Michigan,2020-06-03,53835.00,273.00,2.73
Michigan,2020-06-04,54060.00,225.00,2.25
Michigan,2020-06-05,59237.00,5177.00,51.84
Michigan,2020-06-06,59681.00,444.00,4.45
Michigan,2020-06-07,60097.00,416.00,4.17
Michigan,2020-06-08,60361.00,264.00,2.64
Michigan,2020-06-09,60662.00,301.00,3.01
Michigan,2020-06-10,60861.00,199.00,1.99
Michigan,2020-06-11,61065.00,204.00,2.04
Michigan,2020-06-12,61308.00,243.00,2.43
Michigan,2020-06-13,61481.00,173.00,1.73
Michigan,2020-06-14,61695.00,214.00,2.14
Michigan,2020-06-15,61810.00,115.00,1.15
Michigan,2020-06-16,61993.00,183.00,1.83
Michigan,2020-06-17,62215.00,222.00,2.22
Michigan,2020-06-18,62493.00,278.00,2.78
Michigan,2020-06-19,62785.00,292.00,2.92
Michigan,2020-06-20,63219.00,434.00,4.35
Michigan,2020-06-21,63382.00,163.00,1.63
Michigan,2020-06-22,63618.00,236.00,2.36
Michigan,2020-06-23,63859.00,241.00,2.41
Michigan,2020-06-24,64196.00,337.00,3.37
Michigan,2020-06-25,64630.00,434.00,4.35
Michigan,2020-06-26,64950.00,320.00,3.20
Michigan,2020-06-27,65302.00,352.00,3.52
Michigan,2020-06-28,65556.00,254.00,2.54
Michigan,2020-06-29,65830.00,274.00,2.74
Michigan,2020-06-30,66328.00,498.00,4.99
Michigan,2020-07-01,66754.00,426.00,4.27
Michigan,2020-07-02,67332.00,578.00,5.79
Michigan,2020-07-03,67806.00,474.00,4.75
Michigan,2020-07-04,68200.00,394.00,3.95
Michigan,2020-07-05,68542.00,342.00,3.42
Michigan,2020-07-06,68840.00,298.00,2.98
Michigan,2020-07-07,69460.00,620.00,6.21
Michigan,2020-07-08,70109.00,649.00,6.50
Michigan,2020-07-09,70714.00,605.00,6.06
Michigan,2020-07-10,71329.00,615.00,6.16
Minnesota,2020-01-23,0.00,0.00,0.00
Minnesota,2020-01-24,0.00,0.00,0.00
Minnesota,2020-01-25,0.00,0.00,0.00
Minnesota,2020-01-26,0.00,0.00,0.00
Minnesota,2020-01-27,0.00,0.00,0.00
Minnesota,2020-01-28,0.00,0.00,0.00
Minnesota,2020-01-29,0.00,0.00,0.00
Minnesota,2020-01-30,0.00,0.00,0.00
Minnesota,2020-01-31,0.00,0.00,0.00
Minnesota,2020-02-01,0.00,0.00,0.00
Minnesota,2020-02-02,0.00,0.00,0.00
Minnesota,2020-02-03,0.00,0.00,0.00
Minnesota,2020-02-04,0.00,0.00,0.00
Minnesota,2020-02-05,0.00,0.00,0.00
Minnesota,2020-02-06,0.00,0.00,0.00
Minnesota,2020-02-07,0.00,0.00,0.00
Minnesota,2020-02-08,0.00,0.00,0.00
Minnesota,2020-02-09,0.00,0.00,0.00
Minnesota,2020-02-10,0.00,0.00,0.00
Minnesota,2020-02-11,0.00,0.00,0.00
Minnesota,2020-02-12,0.00,0.00,0.00
Minnesota,2020-02-13,0.00,0.00,0.00
Minnesota,2020-02-14,0.00,0.00,0.00
Minnesota,2020-02-15,0.00,0.00,0.00
Minnesota,2020-02-16,0.00,0.00,0.00
Minnesota,2020-02-17,0.00,0.00,0.00
Minnesota,2020-02-18,0.00,0.00,0.00
Minnesota,2020-02-19,0.00,0.00,0.00
Minnesota,2020-02-20,0.00,0.00,0.00
Minnesota,2020-02-21,0.00,0.00,0.00
Minnesota,2020-02-22,0.00,0.00,0.00
Minnesota,2020-02-23,0.00,0.00,0.00
Minnesota,2020-02-24,0.00,0.00,0.00
Minnesota,2020-02-25,0.00,0.00,0.00
Minnesota,2020-02-26,0.00,0.00,0.00
Minnesota,2020-02-27,0.00,0.00,0.00
Minnesota,2020-02-28,0.00,0.00,0.00
Minnesota,2020-02-29,0.00,0.00,0.00
Minnesota,2020-03-01,0.00,0.00,0.00
Minnesota,2020-03-02,0.00,0.00,0.00
Minnesota,2020-03-03,0.00,0.00,0.00
Minnesota,2020-03-04,0.00,0.00,0.00
Minnesota,2020-03-05,0.00,0.00,0.00
Minnesota,2020-03-06,1.00,1.00,0.02
Minnesota,2020-03-07,1.00,0.00,0.00
Minnesota,2020-03-08,1.00,0.00,0.00
Minnesota,2020-03-09,1.00,0.00,0.00
Minnesota,2020-03-10,2.00,1.00,0.02
Minnesota,2020-03-11,3.00,1.00,0.02
Minnesota,2020-03-12,9.00,6.00,0.11
Minnesota,2020-03-13,12.00,3.00,0.05
Minnesota,2020-03-14,21.00,9.00,0.16
Minnesota,2020-03-15,23.00,2.00,0.04
Minnesota,2020-03-16,47.00,24.00,0.43
Minnesota,2020-03-17,52.00,5.00,0.09
Minnesota,2020-03-18,61.00,9.00,0.16
Minnesota,2020-03-19,87.00,26.00,0.46
Minnesota,2020-03-20,115.00,28.00,0.50
Minnesota,2020-03-21,136.00,21.00,0.37
Minnesota,2020-03-22,168.00,32.00,0.57
Minnesota,2020-03-23,232.00,64.00,1.13
Minnesota,2020-03-24,261.00,29.00,0.51
Minnesota,2020-03-25,287.00,26.00,0.46
Minnesota,2020-03-26,344.00,57.00,1.01
Minnesota,2020-03-27,396.00,52.00,0.92
Minnesota,2020-03-28,441.00,45.00,0.80
Minnesota,2020-03-29,503.00,62.00,1.10
Minnesota,2020-03-30,576.00,73.00,1.29
Minnesota,2020-03-31,629.00,53.00,0.94
Minnesota,2020-04-01,687.00,58.00,1.03
Minnesota,2020-04-02,742.00,55.00,0.98
Minnesota,2020-04-03,788.00,46.00,0.82
Minnesota,2020-04-04,863.00,75.00,1.33
Minnesota,2020-04-05,926.00,63.00,1.12
Minnesota,2020-04-06,978.00,52.00,0.92
Minnesota,2020-04-07,1062.00,84.00,1.49
Minnesota,2020-04-08,1150.00,88.00,1.56
Minnesota,2020-04-09,1240.00,90.00,1.60
Minnesota,2020-04-10,1240.00,0.00,0.00
Minnesota,2020-04-11,1421.00,181.00,3.21
Minnesota,2020-04-12,1611.00,190.00,3.37
Minnesota,2020-04-13,1611.00,0.00,0.00
Minnesota,2020-04-14,1685.00,74.00,1.31
Minnesota,2020-04-15,1805.00,120.00,2.13
Minnesota,2020-04-16,1909.00,104.00,1.84
Minnesota,2020-04-17,2068.00,159.00,2.82
Minnesota,2020-04-18,2207.00,139.00,2.46
Minnesota,2020-04-19,2347.00,140.00,2.48
Minnesota,2020-04-20,2463.00,116.00,2.06
Minnesota,2020-04-21,2523.00,60.00,1.06
Minnesota,2020-04-22,2618.00,95.00,1.68
Minnesota,2020-04-23,2781.00,163.00,2.89
Minnesota,2020-04-24,2953.00,172.00,3.05
Minnesota,2020-04-25,3127.00,174.00,3.09
Minnesota,2020-04-26,3237.00,110.00,1.95
Minnesota,2020-04-27,3369.00,132.00,2.34
Minnesota,2020-04-28,3624.00,255.00,4.52
Minnesota,2020-04-29,4635.00,1011.00,17.93
Minnesota,2020-04-30,5125.00,490.00,8.69
Minnesota,2020-05-01,5711.00,586.00,10.39
Minnesota,2020-05-02,6208.00,497.00,8.81
Minnesota,2020-05-03,6640.00,432.00,7.66
Minnesota,2020-05-04,7212.00,572.00,10.14
Minnesota,2020-05-05,7829.00,617.00,10.94
Minnesota,2020-05-06,8566.00,737.00,13.07
Minnesota,2020-05-07,9343.00,777.00,13.78
Minnesota,2020-05-08,10054.00,711.00,12.61
Minnesota,2020-05-09,10768.00,714.00,12.66
Minnesota,2020-05-10,11247.00,479.00,8.49
Minnesota,2020-05-11,11769.00,522.00,9.26
Minnesota,2020-05-12,12458.00,689.00,12.22
Minnesota,2020-05-13,12897.00,439.00,7.78
Minnesota,2020-05-14,13411.00,514.00,9.11
Minnesota,2020-05-15,14211.00,800.00,14.19
Minnesota,2020-05-16,14940.00,729.00,12.93
Minnesota,2020-05-17,15637.00,697.00,12.36
Minnesota,2020-05-18,16342.00,705.00,12.50
Minnesota,2020-05-19,16991.00,649.00,11.51
Minnesota,2020-05-20,17634.00,643.00,11.40
Minnesota,2020-05-21,18165.00,531.00,9.42
Minnesota,2020-05-22,18984.00,819.00,14.52
Minnesota,2020-05-23,19827.00,843.00,14.95
Minnesota,2020-05-24,20554.00,727.00,12.89
Minnesota,2020-05-25,21290.00,736.00,13.05
Minnesota,2020-05-26,21944.00,654.00,11.60
Minnesota,2020-05-27,22399.00,455.00,8.07
Minnesota,2020-05-28,22850.00,451.00,8.00
Minnesota,2020-05-29,23461.00,611.00,10.83
Minnesota,2020-05-30,24097.00,636.00,11.28
Minnesota,2020-05-31,24757.00,660.00,11.70
Minnesota,2020-06-01,25116.00,359.00,6.37
Minnesota,2020-06-02,25417.00,301.00,5.34
Minnesota,2020-06-03,25793.00,376.00,6.67
Minnesota,2020-06-04,26197.00,404.00,7.16
Minnesota,2020-06-05,26883.00,686.00,12.16
Minnesota,2020-06-06,27403.00,520.00,9.22
Minnesota,2020-06-07,27796.00,393.00,6.97
Minnesota,2020-06-08,28133.00,337.00,5.98
Minnesota,2020-06-09,28433.00,300.00,5.32
Minnesota,2020-06-10,28783.00,350.00,6.21
Minnesota,2020-06-11,29229.00,446.00,7.91
Minnesota,2020-06-12,29727.00,498.00,8.83
Minnesota,2020-06-13,30107.00,380.00,6.74
Minnesota,2020-06-14,30411.00,304.00,5.39
Minnesota,2020-06-15,30633.00,222.00,3.94
Minnesota,2020-06-16,30822.00,189.00,3.35
Minnesota,2020-06-17,31233.00,411.00,7.29
Minnesota,2020-06-18,31607.00,374.00,6.63
Minnesota,2020-06-19,31973.00,366.00,6.49
Minnesota,2020-06-20,32396.00,423.00,7.50
Minnesota,2020-06-21,32837.00,441.00,7.82
Minnesota,2020-06-22,33145.00,308.00,5.46
Minnesota,2020-06-23,33391.00,246.00,4.36
Minnesota,2020-06-24,33680.00,289.00,5.12
Minnesota,2020-06-25,34043.00,363.00,6.44
Minnesota,2020-06-26,34533.00,490.00,8.69
Minnesota,2020-06-27,34950.00,417.00,7.39
Minnesota,2020-06-28,35467.00,517.00,9.17
Minnesota,2020-06-29,35775.00,308.00,5.46
Minnesota,2020-06-30,36216.00,441.00,7.82
Minnesota,2020-07-01,36635.00,419.00,7.43
Minnesota,2020-07-02,37128.00,493.00,8.74
Minnesota,2020-07-03,37548.00,420.00,7.45
Minnesota,2020-07-04,37548.00,0.00,0.00
Minnesota,2020-07-05,38058.00,510.00,9.04
Minnesota,2020-07-06,38490.00,432.00,7.66
Minnesota,2020-07-07,39047.00,557.00,9.88
Minnesota,2020-07-08,39502.00,455.00,8.07
Minnesota,2020-07-09,40079.00,577.00,10.23
Minnesota,2020-07-10,40681.00,602.00,10.67
Mississippi,2020-01-23,0.00,0.00,0.00
Mississippi,2020-01-24,0.00,0.00,0.00
Mississippi,2020-01-25,0.00,0.00,0.00
Mississippi,2020-01-26,0.00,0.00,0.00
Mississippi,2020-01-27,0.00,0.00,0.00
Mississippi,2020-01-28,0.00,0.00,0.00
Mississippi,2020-01-29,0.00,0.00,0.00
Mississippi,2020-01-30,0.00,0.00,0.00
Mississippi,2020-01-31,0.00,0.00,0.00
Mississippi,2020-02-01,0.00,0.00,0.00
Mississippi,2020-02-02,0.00,0.00,0.00
Mississippi,2020-02-03,0.00,0.00,0.00
Mississippi,2020-02-04,0.00,0.00,0.00
Mississippi,2020-02-05,0.00,0.00,0.00
Mississippi,2020-02-06,0.00,0.00,0.00
Mississippi,2020-02-07,0.00,0.00,0.00
Mississippi,2020-02-08,0.00,0.00,0.00
Mississippi,2020-02-09,0.00,0.00,0.00
Mississippi,2020-02-10,0.00,0.00,0.00
Mississippi,2020-02-11,0.00,0.00,0.00
Mississippi,2020-02-12,0.00,0.00,0.00
Mississippi,2020-02-13,0.00,0.00,0.00
Mississippi,2020-02-14,0.00,0.00,0.00
Mississippi,2020-02-15,0.00,0.00,0.00
Mississippi,2020-02-16,0.00,0.00,0.00
Mississippi,2020-02-17,0.00,0.00,0.00
Mississippi,2020-02-18,0.00,0.00,0.00
Mississippi,2020-02-19,0.00,0.00,0.00
Mississippi,2020-02-20,0.00,0.00,0.00
Mississippi,2020-02-21,0.00,0.00,0.00
Mississippi,2020-02-22,0.00,0.00,0.00
Mississippi,2020-02-23,0.00,0.00,0.00
Mississippi,2020-02-24,0.00,0.00,0.00
Mississippi,2020-02-25,0.00,0.00,0.00
Mississippi,2020-02-26,0.00,0.00,0.00
Mississippi,2020-02-27,0.00,0.00,0.00
Mississippi,2020-02-28,0.00,0.00,0.00
Mississippi,2020-02-29,0.00,0.00,0.00
Mississippi,2020-03-01,0.00,0.00,0.00
Mississippi,2020-03-02,0.00,0.00,0.00
Mississippi,2020-03-03,0.00,0.00,0.00
Mississippi,2020-03-04,0.00,0.00,0.00
Mississippi,2020-03-05,0.00,0.00,0.00
Mississippi,2020-03-06,0.00,0.00,0.00
Mississippi,2020-03-07,0.00,0.00,0.00
Mississippi,2020-03-08,0.00,0.00,0.00
Mississippi,2020-03-09,0.00,0.00,0.00
Mississippi,2020-03-10,0.00,0.00,0.00
Mississippi,2020-03-11,0.00,0.00,0.00
Mississippi,2020-03-12,1.00,1.00,0.03
Mississippi,2020-03-13,6.00,5.00,0.17
Mississippi,2020-03-14,10.00,4.00,0.13
Mississippi,2020-03-15,10.00,0.00,0.00
Mississippi,2020-03-16,12.00,2.00,0.07
Mississippi,2020-03-17,21.00,9.00,0.30
Mississippi,2020-03-18,34.00,13.00,0.44
Mississippi,2020-03-19,50.00,16.00,0.54
Mississippi,2020-03-20,80.00,30.00,1.01
Mississippi,2020-03-21,140.00,60.00,2.02
Mississippi,2020-03-22,205.00,65.00,2.18
Mississippi,2020-03-23,246.00,41.00,1.38
Mississippi,2020-03-24,313.00,67.00,2.25
Mississippi,2020-03-25,374.00,61.00,2.05
Mississippi,2020-03-26,484.00,110.00,3.70
Mississippi,2020-03-27,484.00,0.00,0.00
Mississippi,2020-03-28,484.00,0.00,0.00
Mississippi,2020-03-29,756.00,272.00,9.14
Mississippi,2020-03-30,845.00,89.00,2.99
Mississippi,2020-03-31,935.00,90.00,3.02
Mississippi,2020-04-01,1062.00,127.00,4.27
Mississippi,2020-04-02,1176.00,114.00,3.83
Mississippi,2020-04-03,1349.00,173.00,5.81
Mississippi,2020-04-04,1455.00,106.00,3.56
Mississippi,2020-04-05,1637.00,182.00,6.12
Mississippi,2020-04-06,1737.00,100.00,3.36
Mississippi,2020-04-07,1913.00,176.00,5.91
Mississippi,2020-04-08,2005.00,92.00,3.09
Mississippi,2020-04-09,2258.00,253.00,8.50
Mississippi,2020-04-10,2465.00,207.00,6.96
Mississippi,2020-04-11,2640.00,175.00,5.88
Mississippi,2020-04-12,2781.00,141.00,4.74
Mississippi,2020-04-13,2940.00,159.00,5.34
Mississippi,2020-04-14,3085.00,145.00,4.87
Mississippi,2020-04-15,3360.00,275.00,9.24
Mississippi,2020-04-16,3620.00,260.00,8.74
Mississippi,2020-04-17,3789.00,169.00,5.68
Mississippi,2020-04-18,3972.00,183.00,6.15
Mississippi,2020-04-19,4273.00,301.00,10.11
Mississippi,2020-04-20,4508.00,235.00,7.90
Mississippi,2020-04-21,4710.00,202.00,6.79
Mississippi,2020-04-22,4892.00,182.00,6.12
Mississippi,2020-04-23,5148.00,256.00,8.60
Mississippi,2020-04-24,5429.00,281.00,9.44
Mississippi,2020-04-25,5710.00,281.00,9.44
Mississippi,2020-04-26,5906.00,196.00,6.59
Mississippi,2020-04-27,6090.00,184.00,6.18
Mississippi,2020-04-28,6340.00,250.00,8.40
Mississippi,2020-04-29,6561.00,221.00,7.43
Mississippi,2020-04-30,6814.00,253.00,8.50
Mississippi,2020-05-01,7209.00,395.00,13.27
Mississippi,2020-05-02,7438.00,229.00,7.69
Mississippi,2020-05-03,7550.00,112.00,3.76
Mississippi,2020-05-04,7876.00,326.00,10.95
Mississippi,2020-05-05,8186.00,310.00,10.42
Mississippi,2020-05-06,8416.00,230.00,7.73
Mississippi,2020-05-07,8681.00,265.00,8.90
Mississippi,2020-05-08,9089.00,408.00,13.71
Mississippi,2020-05-09,9366.00,277.00,9.31
Mississippi,2020-05-10,9498.00,132.00,4.44
Mississippi,2020-05-11,9673.00,175.00,5.88
Mississippi,2020-05-12,9906.00,233.00,7.83
Mississippi,2020-05-13,10089.00,183.00,6.15
Mississippi,2020-05-14,10469.00,380.00,12.77
Mississippi,2020-05-15,10799.00,330.00,11.09
Mississippi,2020-05-16,11113.00,314.00,10.55
Mississippi,2020-05-17,11286.00,173.00,5.81
Mississippi,2020-05-18,11422.00,136.00,4.57
Mississippi,2020-05-19,11701.00,279.00,9.37
Mississippi,2020-05-20,11961.00,260.00,8.74
Mississippi,2020-05-21,12220.00,259.00,8.70
Mississippi,2020-05-22,12615.00,395.00,13.27
Mississippi,2020-05-23,12997.00,382.00,12.84
Mississippi,2020-05-24,13249.00,252.00,8.47
Mississippi,2020-05-25,13453.00,204.00,6.85
Mississippi,2020-05-26,13720.00,267.00,8.97
Mississippi,2020-05-27,14038.00,318.00,10.68
Mississippi,2020-05-28,14366.00,328.00,11.02
Mississippi,2020-05-29,14786.00,420.00,14.11
Mississippi,2020-05-30,15202.00,416.00,13.98
Mississippi,2020-05-31,15484.00,282.00,9.48
Mississippi,2020-06-01,15728.00,244.00,8.20
Mississippi,2020-06-02,16014.00,286.00,9.61
Mississippi,2020-06-03,16309.00,295.00,9.91
Mississippi,2020-06-04,16554.00,245.00,8.23
Mississippi,2020-06-05,16764.00,210.00,7.06
Mississippi,2020-06-06,17033.00,269.00,9.04
Mississippi,2020-06-07,17268.00,235.00,7.90
Mississippi,2020-06-08,17754.00,486.00,16.33
Mississippi,2020-06-09,18107.00,353.00,11.86
Mississippi,2020-06-10,18480.00,373.00,12.53
Mississippi,2020-06-11,18480.00,0.00,0.00
Mississippi,2020-06-12,19087.00,607.00,20.40
Mississippi,2020-06-13,19343.00,256.00,8.60
Mississippi,2020-06-14,19509.00,166.00,5.58
Mississippi,2020-06-15,19788.00,279.00,9.37
Mississippi,2020-06-16,20136.00,348.00,11.69
Mississippi,2020-06-17,20594.00,458.00,15.39
Mississippi,2020-06-18,20594.00,0.00,0.00
Mississippi,2020-06-19,20594.00,0.00,0.00
Mississippi,2020-06-20,20594.00,0.00,0.00
Mississippi,2020-06-21,20594.00,0.00,0.00
Mississippi,2020-06-22,22286.00,1692.00,56.85
Mississippi,2020-06-23,22897.00,611.00,20.53
Mississippi,2020-06-24,23421.00,524.00,17.61
Mississippi,2020-06-25,24511.00,1090.00,36.62
Mississippi,2020-06-26,25062.00,551.00,18.51
Mississippi,2020-06-27,25522.00,460.00,15.46
Mississippi,2020-06-28,25890.00,368.00,12.36
Mississippi,2020-06-29,26566.00,676.00,22.71
Mississippi,2020-06-30,27247.00,681.00,22.88
Mississippi,2020-07-01,27900.00,653.00,21.94
Mississippi,2020-07-02,28769.00,869.00,29.20
Mississippi,2020-07-03,29683.00,914.00,30.71
Mississippi,2020-07-04,30668.00,985.00,33.10
Mississippi,2020-07-05,30898.00,230.00,7.73
Mississippi,2020-07-06,31253.00,355.00,11.93
Mississippi,2020-07-07,32213.00,960.00,32.26
Mississippi,2020-07-08,32888.00,675.00,22.68
Mississippi,2020-07-09,33591.00,703.00,23.62
Mississippi,2020-07-10,34622.00,1031.00,34.64
Missouri,2020-01-23,0.00,0.00,0.00
Missouri,2020-01-24,0.00,0.00,0.00
Missouri,2020-01-25,0.00,0.00,0.00
Missouri,2020-01-26,0.00,0.00,0.00
Missouri,2020-01-27,0.00,0.00,0.00
Missouri,2020-01-28,0.00,0.00,0.00
Missouri,2020-01-29,0.00,0.00,0.00
Missouri,2020-01-30,0.00,0.00,0.00
Missouri,2020-01-31,0.00,0.00,0.00
Missouri,2020-02-01,0.00,0.00,0.00
Missouri,2020-02-02,0.00,0.00,0.00
Missouri,2020-02-03,0.00,0.00,0.00
Missouri,2020-02-04,0.00,0.00,0.00
Missouri,2020-02-05,0.00,0.00,0.00
Missouri,2020-02-06,0.00,0.00,0.00
Missouri,2020-02-07,0.00,0.00,0.00
Missouri,2020-02-08,0.00,0.00,0.00
Missouri,2020-02-09,0.00,0.00,0.00
Missouri,2020-02-10,0.00,0.00,0.00
Missouri,2020-02-11,0.00,0.00,0.00
Missouri,2020-02-12,0.00,0.00,0.00
Missouri,2020-02-13,0.00,0.00,0.00
Missouri,2020-02-14,0.00,0.00,0.00
Missouri,2020-02-15,0.00,0.00,0.00
Missouri,2020-02-16,0.00,0.00,0.00
Missouri,2020-02-17,0.00,0.00,0.00
Missouri,2020-02-18,0.00,0.00,0.00
Missouri,2020-02-19,0.00,0.00,0.00
Missouri,2020-02-20,0.00,0.00,0.00
Missouri,2020-02-21,0.00,0.00,0.00
Missouri,2020-02-22,0.00,0.00,0.00
Missouri,2020-02-23,0.00,0.00,0.00
Missouri,2020-02-24,0.00,0.00,0.00
Missouri,2020-02-25,0.00,0.00,0.00
Missouri,2020-02-26,0.00,0.00,0.00
Missouri,2020-02-27,0.00,0.00,0.00
Missouri,2020-02-28,0.00,0.00,0.00
Missouri,2020-02-29,0.00,0.00,0.00
Missouri,2020-03-01,0.00,0.00,0.00
Missouri,2020-03-02,0.00,0.00,0.00
Missouri,2020-03-03,0.00,0.00,0.00
Missouri,2020-03-04,0.00,0.00,0.00
Missouri,2020-03-05,0.00,0.00,0.00
Missouri,2020-03-06,0.00,0.00,0.00
Missouri,2020-03-07,0.00,0.00,0.00
Missouri,2020-03-08,1.00,1.00,0.02
